"Kinase","Substrate","Group"
"CHEK2","E2F3","CAMK"
"CHEK2","INCENP","CAMK"
"CHEK2","PSME3","CAMK"
"CHEK2","CDK11B","CAMK"
"CHEK2","RBM28","CAMK"
"CHEK2","BLM","CAMK"
"CHEK2","TRIM28","CAMK"
"CHEK2","PKM","CAMK"
"CHEK2","BDNF","CAMK"
"CAMK2D","KCNQ1","CAMK"
"CAMK2D","ANKRD28","CAMK"
"CAMK2D","OCLN","CAMK"
"GRK6","IGF1R","AGC"
"GRK6","ADRB2","AGC"
"GRK6","OCLN","AGC"
"FLT1","GLO1","TK"
"EPHA6","GLO1","TK"
"IGF1R","PTH1R","TK"
"IGF1R","ANXA2","TK"
"IGF1R","PCNA","TK"
"IGF1R","ESR1","TK"
"IGF1R","SIRPA","TK"
"IGF1R","H3C1","TK"
"DMPK","SRF","AGC"
"TGFBR2","USP2","TKL"
"LRRK1","CLIP1","TKL"
"LRRK1","CDK5RAP2","TKL"
"CLK1","SNRNP70","CMGC"
"BRSK2","ARHGDIA","CAMK"
"BRSK2","TSC2","CAMK"
"PRKDC","FUS","ATYPICAL"
"PRKDC","MCC","ATYPICAL"
"PRKDC","POU5F1","ATYPICAL"
"PRKDC","XRCC4","ATYPICAL"
"PRKDC","POLL","ATYPICAL"
"PRKDC","IGFBP3","ATYPICAL"
"PRKDC","H2AX","ATYPICAL"
"PRKDC","FH","ATYPICAL"
"PRKDC","HOXA11","ATYPICAL"
"PRKDC","SOX2","ATYPICAL"
"PRKDC","MAPKAP1","ATYPICAL"
"PRKDC","GOLPH3","ATYPICAL"
"PRKDC","EGR1","ATYPICAL"
"PRKDC","IKBKG","ATYPICAL"
"PRKDC","NABP2","ATYPICAL"
"PRKDC","VIM","ATYPICAL"
"PRKDC","XRCC1","ATYPICAL"
"PRKDC","PELP1","ATYPICAL"
"PRKDC","RAG2","ATYPICAL"
"PRKDC","PDX1","ATYPICAL"
"PRKDC","TOP1","ATYPICAL"
"PRKDC","H1-2","ATYPICAL"
"PRKDC","CDKN1B","ATYPICAL"
"PRKDC","NFKB1","ATYPICAL"
"PRKDC","POLR2A","ATYPICAL"
"PRKDC","MED1","ATYPICAL"
"PRKDC","ASF1A","ATYPICAL"
"PRKDC","AIRE","ATYPICAL"
"PRKDC","PRKAG1","ATYPICAL"
"PRKDC","TGM2","ATYPICAL"
"PRKDC","USF1","ATYPICAL"
"PRKDC","VCP","ATYPICAL"
"PKN1","H3C1","AGC"
"PKN1","HDAC9","AGC"
"PKN1","MEFV","AGC"
"MAP3K6","MAPK8","STE"
"MAP3K6","MAPK14","STE"
"DAPK1","RIGI","CAMK"
"DAPK1","HSF1","CAMK"
"DAPK1","RPL13A","CAMK"
"DAPK1","MYL12B","CAMK"
"DAPK1","MYL9","CAMK"
"DAPK1","PELI1","CAMK"
"PRKD1","ATP7B","CAMK"
"PRKD1","DNM1L","CAMK"
"PRKD1","REM1","CAMK"
"PRKD1","SPHK2","CAMK"
"PRKD1","MAP3K5","CAMK"
"PRKD1","PAK4","CAMK"
"PRKD1","AKT1","CAMK"
"PRKD1","KAT7","CAMK"
"PRKD1","PIP5K1C","CAMK"
"PRKD1","ITGB4","CAMK"
"PRKD1","AP2B1","CAMK"
"PRKD1","OXTR","CAMK"
"PRKD1","MFF","CAMK"
"PRKD1","TCAP","CAMK"
"PRKD1","CREB1","CAMK"
"PRKD1","KCNH2","CAMK"
"PRKD1","FAM83G","CAMK"
"PRKD1","CFL1","CAMK"
"PRKD1","VASP","CAMK"
"PRKD1","HSPB6","CAMK"
"MAP3K7","TUBA1B","TKL"
"MAP3K7","EIF4B","TKL"
"MAP3K7","HNRNPA2B1","TKL"
"MAP3K7","FLNA","TKL"
"MAP3K7","RBMX","TKL"
"MAP3K7","TAB1","TKL"
"MAP3K7","PKP2","TKL"
"MAP3K7","HIPK2","TKL"
"MAP3K7","HSP90B1","TKL"
"MAP3K7","RAB1A","TKL"
"MAP3K7","RAB8A","TKL"
"MAP3K7","CDC25C","TKL"
"MAP3K7","POLD2","TKL"
"MAP3K7","HDAC4","TKL"
"MAP3K7","TUBB","TKL"
"MAP3K7","TNFAIP8L2","TKL"
"MAP3K7","GAPVD1","TKL"
"MAP3K7","PRKAA2","TKL"
"MAP3K7","E2F1","TKL"
"MAP3K7","ATAT1","TKL"
"MAP3K7","HDAC5","TKL"
"MAP3K7","EEF1A1","TKL"
"MAP3K7","LDHA","TKL"
"KIT","SLA","TK"
"KIT","PHB1","TK"
"KIT","LAT2","TK"
"EIF2AK2","MAPT","OTHER"
"EIF2AK2","KDM4C","OTHER"
"EPHA2","GLO1","TK"
"EPHA2","YES1","TK"
"STK11","SMAD4","CAMK"
"STK11","SIRT1","CAMK"
"STK11","CRTC1","CAMK"
"STK11","PRKAA1","CAMK"
"STK11","YAP1","CAMK"
"STK11","PRMT5","CAMK"
"STK11","PTBP1","CAMK"
"STK11","CDKN1A","CAMK"
"MARK1","TNK1","CAMK"
"MARK1","DIXDC1","CAMK"
"MARK1","FEZ1","CAMK"
"GRK7","OCLN","AGC"
"ULK3","PIK3C3","OTHER"
"SGK2","PTOV1","AGC"
"SGK2","LCP1","AGC"
"SGK2","MDM2","AGC"
"PKN2","NOS3","AGC"
"PKN2","MEFV","AGC"
"MARK2","RAB11FIP1","CAMK"
"MARK2","HDAC4","CAMK"
"MARK2","MARK2","CAMK"
"MARK2","FEZ1","CAMK"
"MARK2","RNF41","CAMK"
"MARK2","BAIAP2","CAMK"
"MARK2","HDAC5","CAMK"
"MARK2","EIF2S1","CAMK"
"CLK2","PAGE4","CMGC"
"SGK1","NCSTN","AGC"
"SGK1","KMT2D","AGC"
"SGK1","MKNK1","AGC"
"SGK1","GSK3B","AGC"
"SGK1","TSC2","AGC"
"SGK1","WNK4","AGC"
"SGK1","NFKBIA","AGC"
"SGK1","APBB1","AGC"
"SGK1","CARHSP1","AGC"
"SGK1","SLC2A4","AGC"
"SGK1","PIKFYVE","AGC"
"SGK1","RICTOR","AGC"
"SGK1","IKBKB","AGC"
"JAK1","SIRT1","TK"
"JAK1","EIF2AK3","TK"
"JAK1","STAT5A","TK"
"JAK1","SNX8","TK"
"JAK1","MAP3K5","TK"
"JAK1","H3C1","TK"
"JAK1","CD274","TK"
"TAF1","TAF7","ATYPICAL"
"MASTL","ENSA","AGC"
"MASTL","ARPP19","AGC"
"ABL1","DCBLD2","TK"
"ABL1","DCBLD1","TK"
"ABL1","TBX21","TK"
"ABL1","SORBS2","TK"
"ABL1","CDC73","TK"
"ABL1","MET","TK"
"ABL1","HRAS","TK"
"ABL1","MYC","TK"
"ABL1","MDM4","TK"
"ABL1","KAT5","TK"
"ABL1","ANXA1","TK"
"ABL1","PXN","TK"
"ABL1","CRKL","TK"
"ABL1","VAV1","TK"
"ABL1","NOX5","TK"
"ABL1","FHL2","TK"
"ABL1","JUNB","TK"
"ABL1","MAVS","TK"
"ABL1","PYCARD","TK"
"ABL1","CTNNB1","TK"
"ABL1","FOXA1","TK"
"ABL1","SNCA","TK"
"ABL1","NOS3","TK"
"ABL1","TRIM33","TK"
"ABL1","PPARG","TK"
"ABL1","DNM1L","TK"
"ABL1","ESR2","TK"
"ABL1","GLO1","TK"
"ABL1","STX17","TK"
"ABL1","GMNN","TK"
"ABL1","NFKBIA","TK"
"ABL1","ERRFI1","TK"
"ABL1","RTCB","TK"
"ABL1","BCR","TK"
"ABL1","PLCG1","TK"
"ABL1","SNW1","TK"
"ABL1","OTULIN","TK"
"ABL1","IRF3","TK"
"ABL1","EMD","TK"
"ABL1","ARHGDIB","TK"
"ABL1","GMFG","TK"
"ABL1","NUMA1","TK"
"ABL1","ZNF746","TK"
"ABL1","TUBG1","TK"
"ABL1","PLEKHG2","TK"
"ABL1","DDB1","TK"
"ABL1","CHCHD2","TK"
"ABL1","STK4","TK"
"ABL1","NFAT5","TK"
"ABL1","HDAC2","TK"
"ABL1","PDHA1","TK"
"ABL1","YY1","TK"
"ABL1","WAS","TK"
"ABL1","CKMT1A","TK"
"CDC7","NCL","OTHER"
"CDC7","CLSPN","OTHER"
"CDC7","DTD1","OTHER"
"CDC7","TOP2A","OTHER"
"CDC7","DBF4","OTHER"
"CDC7","CDC7","OTHER"
"CDC7","NPM1","OTHER"
"CDC7","MFAP1","OTHER"
"CDC7","AURKB","OTHER"
"GSK3B","SRC","CMGC"
"GSK3B","OGT","CMGC"
"GSK3B","GRB14","CMGC"
"GSK3B","AHR","CMGC"
"GSK3B","CLASP2","CMGC"
"GSK3B","RXRA","CMGC"
"GSK3B","SUFU","CMGC"
"GSK3B","APBB1","CMGC"
"GSK3B","IRF3","CMGC"
"GSK3B","TNKS","CMGC"
"GSK3B","ERG","CMGC"
"GSK3B","PIAS1","CMGC"
"GSK3B","CD274","CMGC"
"GSK3B","GFI1","CMGC"
"GSK3B","HSPA1A","CMGC"
"GSK3B","NBR1","CMGC"
"GSK3B","DNM1L","CMGC"
"GSK3B","STK38","CMGC"
"GSK3B","GATA6","CMGC"
"GSK3B","DROSHA","CMGC"
"GSK3B","FBXL20","CMGC"
"GSK3B","EIF6","CMGC"
"GSK3B","USF1","CMGC"
"GSK3B","PTTG1","CMGC"
"GSK3B","STAT2","CMGC"
"GSK3B","FOXP3","CMGC"
"GSK3B","RFX1","CMGC"
"GSK3B","HSP90AB1","CMGC"
"GSK3B","RASSF1","CMGC"
"GSK3B","DES","CMGC"
"GSK3B","VDAC1","CMGC"
"GSK3B","PRKAA1","CMGC"
"GSK3B","GLE1","CMGC"
"GSK3B","SNAI2","CMGC"
"GSK3B","MYBPC3","CMGC"
"GSK3B","E2F1","CMGC"
"GSK3B","BCLAF1","CMGC"
"GSK3B","RPTOR","CMGC"
"GSK3B","SOX9","CMGC"
"GSK3B","PGR","CMGC"
"GSK3B","ENDOG","CMGC"
"GSK3B","GCM1","CMGC"
"GSK3B","CEBPD","CMGC"
"GSK3B","KLC2","CMGC"
"GSK3B","RICTOR","CMGC"
"GSK3B","MAPRE1","CMGC"
"GSK3B","IKBKG","CMGC"
"GSK3B","CDX2","CMGC"
"GSK3B","CTPS1","CMGC"
"GSK3B","DPYSL3","CMGC"
"GSK3B","HRAS","CMGC"
"GSK3B","FCAR","CMGC"
"GSK3B","NIFK","CMGC"
"GSK3B","STAT3","CMGC"
"GSK3B","RELB","CMGC"
"GSK3B","SRF","CMGC"
"GSK3B","BCL2L1","CMGC"
"GSK3B","NFE2L2","CMGC"
"GSK3B","MYCL","CMGC"
"GSK3B","OSBP2","CMGC"
"GSK3B","PICK1","CMGC"
"GSK3B","STMN3","CMGC"
"GSK3B","CLOCK","CMGC"
"GSK3B","ADD2","CMGC"
"GSK3B","WT1","CMGC"
"GSK3B","SMAD4","CMGC"
"GSK3B","SNCA","CMGC"
"GSK3B","MYCN","CMGC"
"GSK3B","XIAP","CMGC"
"GSK3B","BLM","CMGC"
"GSK3B","FRAT1","CMGC"
"GSK3B","TOP2A","CMGC"
"GSK3B","BCAM","CMGC"
"GSK3B","NFKB2","CMGC"
"GSK3B","FOXL2","CMGC"
"GSK3B","CEACAM1","CMGC"
"GSK3B","JUNB","CMGC"
"GSK3B","SPI1","CMGC"
"GSK3B","DSP","CMGC"
"GSK3B","EGLN2","CMGC"
"GSK3B","FANCL","CMGC"
"GSK3B","PKM","CMGC"
"GSK3B","FBXL2","CMGC"
"GSK3B","SMAD1","CMGC"
"GSK3B","USF2","CMGC"
"GSK3B","HSP90AA1","CMGC"
"GSK3B","IKZF3","CMGC"
"GSK3B","ETS1","CMGC"
"GSK3B","RAB11FIP5","CMGC"
"GSK3B","MYLK","CMGC"
"GSK3B","MAP3K11","CMGC"
"GSK3B","TRAF6","CMGC"
"GSK3B","ACBD5","CMGC"
"GSK3B","WEE1","CMGC"
"GSK3B","IRF1","CMGC"
"GSK3B","VHL","CMGC"
"GSK3B","FOXM1","CMGC"
"GSK3B","SLC6A4","CMGC"
"GSK3B","KNSTRN","CMGC"
"GSK3B","AREL1","CMGC"
"GSK3B","SIGIRR","CMGC"
"MAPKAPK3","TAB3","CAMK"
"MAPKAPK3","BECN1","CAMK"
"BMX","FGFR1","TK"
"BMX","TNK2","TK"
"BMX","BAK1","TK"
"BMX","PAK1","TK"
"BMX","BCAR1","TK"
"BMX","MET","TK"
"PLK2","YWHAE","OTHER"
"PLK2","CALU","OTHER"
"PLK2","TP73","OTHER"
"ARAF","BAD","TKL"
"ARAF","SLC9A3R2","TKL"
"DYRK1B","ID2","CMGC"
"DYRK1B","H3-3A","CMGC"
"DYRK1B","EHMT2","CMGC"
"DYRK1B","LIN52","CMGC"
"MKNK2","SPRY2","CAMK"
"MKNK2","PLEC","CAMK"
"PIM3","STAT5B","CAMK"
"PIM3","MYC","CAMK"
"PIM3","IRS1","CAMK"
"PIM3","PSMD2","CAMK"
"LCK","PRDX1","TK"
"LCK","CD247","TK"
"LCK","CHN2","TK"
"LCK","BTLA","TK"
"LCK","STAT2","TK"
"LCK","STAT5A","TK"
"LCK","ITGB2","TK"
"LCK","DGKA","TK"
"LCK","PPP2CA","TK"
"LCK","THEMIS","TK"
"LCK","CBL","TK"
"LCK","LAX1","TK"
"LCK","TBK1","TK"
"LCK","SLC25A4","TK"
"LCK","SSBP3","TK"
"LCK","PECAM1","TK"
"LCK","SENP1","TK"
"LCK","TIGIT","TK"
"LCK","G3BP1","TK"
"LCK","WAS","TK"
"EPHA1","GJB1","TK"
"MST1R","GJB1","TK"
"RET","STAT3","TK"
"UHMK1","NCOA3","OTHER"
"IKBKE","PELI1","OTHER"
"IKBKE","NFATC1","OTHER"
"IKBKE","IRF1","OTHER"
"IKBKE","CDK2AP1","OTHER"
"IKBKE","YAP1","OTHER"
"IKBKE","DDX3X","OTHER"
"IKBKE","PBXIP1","OTHER"
"IKBKE","GSK3A","OTHER"
"IKBKE","ASB8","OTHER"
"IKBKE","HTT","OTHER"
"IKBKE","RIGI","OTHER"
"IKBKE","FERMT2","OTHER"
"IKBKE","XIAP","OTHER"
"IKBKE","STAT2","OTHER"
"IKBKE","FAF1","OTHER"
"MAPK12","NUP62","CMGC"
"MAPK12","HSP90AA1","CMGC"
"MAPK12","TP53","CMGC"
"MAPK12","SREBF1","CMGC"
"MAPK12","GYS1","CMGC"
"MAPK12","HSF1","CMGC"
"MAPK12","CTNNB1","CMGC"
"MAPK12","KAT5","CMGC"
"PDPK1","EPAS1","AGC"
"PDPK1","PIP5K1C","AGC"
"PDPK1","PGK1","AGC"
"MAP3K5","SIAH1","STE"
"MAP3K5","STRAP","STE"
"MAP3K5","MAPK8","STE"
"MAP3K5","MAPRE1","STE"
"MAP3K5","MAP2K6","STE"
"MAP3K5","MAPK14","STE"
"EPHA8","GLO1","TK"
"MAP3K13","TRIM25","TKL"
"KDR","PFN1","TK"
"GRK5","FZD6","AGC"
"GRK5","HDAC6","AGC"
"CSNK2A2","CTNNB1","CMGC"
"CSNK2A2","CSNK2B","CMGC"
"CSNK2A2","CCNH","CMGC"
"CSNK2A2","TP73","CMGC"
"CSNK2A2","TYMS","CMGC"
"CSNK2A2","SRPK1","CMGC"
"ACVRL1","ENG","TKL"
"LRRK2","MAPT","TKL"
"LRRK2","RDX","TKL"
"LRRK2","DNAJC6","TKL"
"LRRK2","EZR","TKL"
"LRRK2","RAB5B","TKL"
"LRRK2","MAP3K5","TKL"
"LRRK2","NSF","TKL"
"LRRK2","DNM1L","TKL"
"LRRK2","APP","TKL"
"LRRK2","AP2M1","TKL"
"LRRK2","SQSTM1","TKL"
"LRRK2","RPS11","TKL"
"LRRK2","RAB8A","TKL"
"LRRK2","TP53","TKL"
"LRRK2","LARS1","TKL"
"LRRK2","FZD3","TKL"
"LRRK2","RPS15","TKL"
"SIK1","NCOR2","CAMK"
"MAPK14","AIMP2","CMGC"
"MAPK14","SLC6A2","CMGC"
"MAPK14","TP63","CMGC"
"MAPK14","ETV6","CMGC"
"MAPK14","RBM17","CMGC"
"MAPK14","MYLK","CMGC"
"MAPK14","KCNQ2","CMGC"
"MAPK14","FOXC1","CMGC"
"MAPK14","NOS3","CMGC"
"MAPK14","MAP4","CMGC"
"MAPK14","CDT1","CMGC"
"MAPK14","DDX5","CMGC"
"MAPK14","USP21","CMGC"
"MAPK14","SLC6A4","CMGC"
"MAPK14","POU3F2","CMGC"
"MAPK14","RPS27","CMGC"
"MAPK14","KARS1","CMGC"
"MAPK14","HTRA2","CMGC"
"MAPK14","ISL1","CMGC"
"MAPK14","FH","CMGC"
"MAPK14","CBX4","CMGC"
"MAPK14","AR","CMGC"
"MAPK14","BUB3","CMGC"
"MAPK14","CDKN2D","CMGC"
"MAPK14","SOX9","CMGC"
"MAPK14","GRHL3","CMGC"
"MAPK14","DROSHA","CMGC"
"MAPK14","RBPJ","CMGC"
"MAPK14","BCL2L1","CMGC"
"MAPK14","GATA2","CMGC"
"MAPK14","SREBF1","CMGC"
"MAPK14","CRYAB","CMGC"
"MAPK14","LAMP2","CMGC"
"MAPK14","TRIM9","CMGC"
"MAPK14","SMAD9","CMGC"
"MAPK14","SNAI1","CMGC"
"MAPK14","SKP2","CMGC"
"MAPK14","ATF6","CMGC"
"MAPK14","FOXC2","CMGC"
"MAPK14","HSPB1","CMGC"
"MAPK14","SNX27","CMGC"
"MAPK14","MRTFA","CMGC"
"MAPK14","AGO2","CMGC"
"MAPK14","MAOA","CMGC"
"MAPK14","ZAP70","CMGC"
"MAPK14","HSF1","CMGC"
"MAPK14","GJA1","CMGC"
"MAPK14","KAT5","CMGC"
"MAPK14","PRKN","CMGC"
"MAPK14","MDM4","CMGC"
"MAPK14","TRIM28","CMGC"
"MAPK14","IFNAR1","CMGC"
"MAPK14","MFF","CMGC"
"MAPK14","EZH2","CMGC"
"MAPK14","BACE1","CMGC"
"MAPK14","TXNIP","CMGC"
"FES","NSF","TK"
"WNK4","CLDN7","OTHER"
"WNK4","SLC12A3","OTHER"
"WNK4","WNK4","OTHER"
"CHUK","MTOR","OTHER"
"CHUK","ATG16L1","OTHER"
"CHUK","COPS5","OTHER"
"CHUK","CTNNB1","OTHER"
"CHUK","MTURN","OTHER"
"CHUK","H3C1","OTHER"
"CHUK","ELAVL1","OTHER"
"CHUK","BCL3","OTHER"
"CHUK","NFKB2","OTHER"
"CHUK","MYC","OTHER"
"CHUK","REL","OTHER"
"CHUK","ESR1","OTHER"
"CHUK","RELB","OTHER"
"CHUK","AMBRA1","OTHER"
"CHUK","BBC3","OTHER"
"CDK2","SNAPIN","CMGC"
"CDK2","MAPT","CMGC"
"CDK2","CCP110","CMGC"
"CDK2","MED1","CMGC"
"CDK2","BTG1","CMGC"
"CDK2","NCL","CMGC"
"CDK2","EEF2","CMGC"
"CDK2","ANKRD17","CMGC"
"CDK2","MRTFA","CMGC"
"CDK2","H1-4","CMGC"
"CDK2","ELF4","CMGC"
"CDK2","DNM2","CMGC"
"CDK2","NCOA1","CMGC"
"CDK2","GATA3","CMGC"
"CDK2","POLL","CMGC"
"CDK2","ELK4","CMGC"
"CDK2","NRF1","CMGC"
"CDK2","RAD54L","CMGC"
"CDK2","TBCE","CMGC"
"CDK2","PARP10","CMGC"
"CDK2","CDT1","CMGC"
"CDK2","FAM168B","CMGC"
"CDK2","MTA1","CMGC"
"CDK2","PABIR1","CMGC"
"CDK2","CC2D1A","CMGC"
"CDK2","AKIRIN2","CMGC"
"CDK2","KDM2A","CMGC"
"CDK2","CENPA","CMGC"
"CDK2","SOX2","CMGC"
"CDK2","SNAI2","CMGC"
"CDK2","IREB2","CMGC"
"CDK2","BCLAF1","CMGC"
"CDK2","DENR","CMGC"
"CDK2","CDK16","CMGC"
"CDK2","THRAP3","CMGC"
"CDK2","C1orf198","CMGC"
"CDK2","RPA2","CMGC"
"CDK2","POLM","CMGC"
"CDK2","EGLN2","CMGC"
"CDK2","TCF3","CMGC"
"CDK2","SPAG9","CMGC"
"CDK2","RNF4","CMGC"
"CDK2","NOB1","CMGC"
"CDK2","MCL1","CMGC"
"CDK2","SNRNP70","CMGC"
"CDK2","PPP1R12C","CMGC"
"CDK2","CRMP1","CMGC"
"CDK2","LRCH3","CMGC"
"CDK2","SUPT5H","CMGC"
"CDK2","SCML2","CMGC"
"CDK2","AR","CMGC"
"CDK2","PRPF3","CMGC"
"CDK2","CDK9","CMGC"
"CDK2","RBL1","CMGC"
"CDK2","BAP18","CMGC"
"CDK2","TOPBP1","CMGC"
"CDK2","HNRNPK","CMGC"
"CDK2","RPS27","CMGC"
"CDK2","NUMA1","CMGC"
"CDK2","UNG","CMGC"
"CDK2","HNRNPD","CMGC"
"CDK2","RRM2","CMGC"
"CDK2","STMN1","CMGC"
"CDK2","XRCC6","CMGC"
"CDK2","H1-1","CMGC"
"CDK2","NUP98","CMGC"
"CDK2","KCNAB2","CMGC"
"CDK2","RPL11","CMGC"
"CDK2","CTTN","CMGC"
"CDK2","AKT1","CMGC"
"CDK2","EIF4A3","CMGC"
"CDK2","POLH","CMGC"
"CDK2","ETAA1","CMGC"
"CDK2","UBE2O","CMGC"
"CDK2","SRSF9","CMGC"
"CDK2","CALD1","CMGC"
"CDK2","SUPT6H","CMGC"
"CDK2","FOXC1","CMGC"
"CDK2","MTHFD1L","CMGC"
"CDK2","SETDB1","CMGC"
"CDK2","LARP1","CMGC"
"CDK2","MACF1","CMGC"
"CDK2","LMNB2","CMGC"
"CDK2","BARD1","CMGC"
"CDK2","MECOM","CMGC"
"CDK2","NR1I2","CMGC"
"CDK2","PAICS","CMGC"
"CDK2","NDE1","CMGC"
"CDK2","NUP133","CMGC"
"CDK2","RAD18","CMGC"
"CDK2","MCM7","CMGC"
"CDK2","ITGB3BP","CMGC"
"CDK2","CCNO","CMGC"
"CDK2","CTTNBP2NL","CMGC"
"CDK2","NUCKS1","CMGC"
"CDK2","MDC1","CMGC"
"CDK2","PHF8","CMGC"
"CDK2","SKP2","CMGC"
"CDK2","MASTL","CMGC"
"CDK2","GIGYF2","CMGC"
"CDK2","AARS2","CMGC"
"CDK2","RRM1","CMGC"
"CDK2","ZMYM3","CMGC"
"CDK2","ATF2","CMGC"
"CDK2","RALY","CMGC"
"CDK2","ING5","CMGC"
"CDK2","BIN1","CMGC"
"CDK2","PTPN12","CMGC"
"CDK2","TERF2","CMGC"
"CDK2","RECQL4","CMGC"
"CDK2","DIAPH3","CMGC"
"CDK2","IMPDH2","CMGC"
"CDK2","AFDN","CMGC"
"CDK2","NCAPH","CMGC"
"CDK2","CRTC2","CMGC"
"CDK2","HNRNPH1","CMGC"
"CDK2","TERF2IP","CMGC"
"CDK2","DTL","CMGC"
"CDK2","SORBS3","CMGC"
"CDK2","WRN","CMGC"
"CDK2","TICRR","CMGC"
"CDK2","DDX3X","CMGC"
"CDK2","QTRT1","CMGC"
"CDK2","EIF4G1","CMGC"
"CDK2","TUBG2","CMGC"
"CDK2","ANKLE2","CMGC"
"CDK2","NELFA","CMGC"
"CDK2","ZHX1","CMGC"
"CDK2","MRPS18B","CMGC"
"CDK2","BRCA2","CMGC"
"CDK2","BLM","CMGC"
"CDK2","DNM1L","CMGC"
"CDK2","DPF2","CMGC"
"CDK2","ADD3","CMGC"
"CDK2","INCA1","CMGC"
"CDK2","ELAVL1","CMGC"
"CDK2","MYC","CMGC"
"CDK2","TNKS1BP1","CMGC"
"CDK2","HMGN5","CMGC"
"CDK2","GORASP2","CMGC"
"CDK2","APC","CMGC"
"CDK2","TUBG1","CMGC"
"CDK2","TPX2","CMGC"
"CDK2","KMT2D","CMGC"
"CDK2","PML","CMGC"
"CDK2","PRRC2A","CMGC"
"CDK2","RPS27L","CMGC"
"CDK2","KAT7","CMGC"
"CDK2","ILF3","CMGC"
"CDK2","ZNF609","CMGC"
"CDK2","TOB2","CMGC"
"CDK2","ARID1A","CMGC"
"CDK2","UHRF1","CMGC"
"CDK2","JPT2","CMGC"
"CDK2","NBN","CMGC"
"CDK2","INO80E","CMGC"
"CDK2","BAZ2A","CMGC"
"CDK2","MKI67","CMGC"
"CDK2","TSR1","CMGC"
"CDK2","ERAL1","CMGC"
"CDK2","PA2G4","CMGC"
"CDK2","ZC3H11A","CMGC"
"CDK2","HNRNPH2","CMGC"
"CDK2","SLAIN2","CMGC"
"CDK2","ILRUN","CMGC"
"CDK2","TANC1","CMGC"
"CDK2","ALDH5A1","CMGC"
"CDK2","TOR1AIP1","CMGC"
"NLK","NCOA3","CMGC"
"NLK","ESR1","CMGC"
"NLK","SMAD2","CMGC"
"NLK","FOXO1","CMGC"
"NLK","SMAD3","CMGC"
"NLK","RPTOR","CMGC"
"ALPK1","TIFA","ATYPICAL"
"EEF2K","STAT3","ATYPICAL"
"EEF2K","GSK3B","ATYPICAL"
"EEF2K","PKM","ATYPICAL"
"PRKG1","GATA4","AGC"
"PRKG1","PRKAR1A","AGC"
"PRKG1","SRF","AGC"
"PRKG1","TBXA2R","AGC"
"PRKG1","CBS","AGC"
"PRKG1","TRPC6","AGC"
"PRKG1","RGS18","AGC"
"PRKG1","ENSA","AGC"
"PRKG1","ORAI1","AGC"
"PRKG1","PPP1R14A","AGC"
"PRKG1","RAP1GAP2","AGC"
"PRKG1","STMN1","AGC"
"PRKG1","TTN","AGC"
"PRKG1","TRPC1","AGC"
"PRKG1","CCDC80","AGC"
"PRKG1","ARPP19","AGC"
"PRKG1","RAP1B","AGC"
"PRKG1","LIPE","AGC"
"PRKG1","TSC2","AGC"
"PRKG1","ARHGEF6","AGC"
"MAPK1","HELLS","CMGC"
"MAPK1","WTAP","CMGC"
"MAPK1","PXN","CMGC"
"MAPK1","FGFR2","CMGC"
"MAPK1","PDE4B","CMGC"
"MAPK1","ADAM17","CMGC"
"MAPK1","REST","CMGC"
"MAPK1","MTMR2","CMGC"
"MAPK1","KLF8","CMGC"
"MAPK1","CRTC3","CMGC"
"MAPK1","STMN3","CMGC"
"MAPK1","RBM17","CMGC"
"MAPK1","DUSP5","CMGC"
"MAPK1","NCAM1","CMGC"
"MAPK1","CTNND1","CMGC"
"MAPK1","CREBBP","CMGC"
"MAPK1","ARRB2","CMGC"
"MAPK1","NR3C2","CMGC"
"MAPK1","NUP214","CMGC"
"MAPK1","NCF2","CMGC"
"MAPK1","NOS3","CMGC"
"MAPK1","GLE1","CMGC"
"MAPK1","RORC","CMGC"
"MAPK1","FHOD1","CMGC"
"MAPK1","SLC6A4","CMGC"
"MAPK1","TPD52","CMGC"
"MAPK1","MCTS1","CMGC"
"MAPK1","BANP","CMGC"
"MAPK1","L1CAM","CMGC"
"MAPK1","MED14","CMGC"
"MAPK1","HNRNPK","CMGC"
"MAPK1","NEFL","CMGC"
"MAPK1","CRTC2","CMGC"
"MAPK1","ASB2","CMGC"
"MAPK1","FOSL2","CMGC"
"MAPK1","NDEL1","CMGC"
"MAPK1","MYLK","CMGC"
"MAPK1","RRAS2","CMGC"
"MAPK1","SHARPIN","CMGC"
"MAPK1","TFAM","CMGC"
"MAPK1","ADD1","CMGC"
"MAPK1","DHPS","CMGC"
"MAPK1","DNMT3A","CMGC"
"MAPK1","TTK","CMGC"
"MAPK1","TRAP1","CMGC"
"MAPK1","DMTN","CMGC"
"MAPK1","CITED2","CMGC"
"MAPK1","YTHDF2","CMGC"
"MAPK1","SHC4","CMGC"
"MAPK1","MYCN","CMGC"
"MAPK1","KDM4B","CMGC"
"MAPK1","ERBB2","CMGC"
"MAPK1","SNAI1","CMGC"
"MAPK1","PKM","CMGC"
"MAPK1","EPAS1","CMGC"
"MAPK1","CDC73","CMGC"
"MAPK1","BAD","CMGC"
"MAPK1","SNAI2","CMGC"
"MAPK1","EIF4G1","CMGC"
"MAPK1","PLCB1","CMGC"
"MAPK1","TERF2","CMGC"
"MAPK1","ADD2","CMGC"
"MAPK1","TGS1","CMGC"
"MAPK1","MKNK1","CMGC"
